date,PE_RATIO,EST_PE_NEXT_YR_AGGTE,5Y GENERIC,1Y GENERIC,S&P 500 TR,PE Yield,Fwd PE Yield,FWD PE - 5Y,S&P 500 1 YEAR GAIN,S&P 500 FORWARD 1 YEAR GAIN,אינפלציה 1Y ידועה,GENERIC INFLATION INDEXED 5Y GOV BOND,EXPECTED INFLATION 5Y
31/08/2024,25.7022,20.369,3.7027,4.4023,12344.43,3.890717526,4.909421179,1.206721179,27.13529179,,2.9,1.695,1.974236688
31/07/2024,25.7642,19.9031,3.9132,4.7447,12052.09,3.881354748,5.024342942,1.111142942,22.14828156,,2.9,1.786,2.089874835
30/06/2024,25.5832,19.6815,4.3765,5.11,11907.15,3.90881516,5.080913548,0.704413548,24.55607777,,3,2.112,2.217662958
31/05/2024,24.6895,19.1033,4.507,5.1754,11494.7,4.050304785,5.23469767,0.72769767,28.18662765,,3.4,2.166,2.291368949
30/04/2024,24.0738,18.266,4.7154,5.2354,10951.66,4.153893444,5.47465236,0.75925236,22.66163401,,3.5,2.292,2.369100223
31/03/2024,25.1382,19.1922,4.2125,5.0238,11418.03,3.978009563,5.210450079,0.997950079,29.88125531,,3.2,1.817,2.352750523
29/02/2024,24.3555,18.7146,4.2447,4.9981,11062.11,4.105848782,5.343421714,1.098721714,30.45248709,,3.1,1.846,2.355222591
31/01/2024,23.31,20.0589,3.8354,4.7069,10501.38,4.29000429,4.985318238,1.149918238,20.81828097,,3.1,1.593,2.207238688
29/12/2023,22.9453,19.6081,3.8471,4.7622,10327.83,4.358191002,5.099933191,1.252833191,26.28765887,,3.4,1.711,2.100166157
30/11/2023,21.921,18.7221,4.2663,5.1172,9879.02,4.561835683,5.34128116,1.07498116,13.83982484,,3.1,2.117,2.104742599
31/10/2023,20.5399,17.1677,4.8536,5.45,9052.31,4.868572875,5.824892094,0.971292094,10.14284498,,3.2,2.473,2.323148537
29/09/2023,21.0015,17.4623,4.609,5.4484,9246.74,4.76156465,5.726622495,1.117622495,21.6173844,,3.7,2.397,2.160219538
31/08/2023,22.0812,18.3675,4.2541,5.3844,9709.68,4.52873938,5.444399074,1.190299074,15.9445072,27.13529179,3.7,2.135,2.074802957
31/07/2023,22.0325,18.9588,4.1774,5.3779,9866.77,4.538749574,5.274595439,1.097195439,13.01546539,22.14828156,3.2,1.907,2.227913686
30/06/2023,21.3668,18.436,4.1556,5.3922,9559.67,4.680158002,5.424170102,1.268570102,19.59409165,24.55607777,3,1.994,2.119340353
31/05/2023,20.0577,17.3041,3.7547,5.1726,8967.16,4.985616496,5.778977237,2.024277237,2.921745518,28.18662765,4,1.693,2.027376516
28/04/2023,19.9145,17.2863,3.4828,4.7404,8928.35,5.02146677,5.784927949,2.302127949,2.664244278,22.66163401,4.9,1.248,2.207253477
31/03/2023,19.6271,17.0189,3.5733,4.591,8791.13,5.094996204,5.875820411,2.302520411,-7.728502665,29.88125531,5,1.172,2.373482782
28/02/2023,18.9142,16.3691,4.1818,4.9773,8479.8,5.287033023,6.10907136,1.92727136,-7.691503826,30.45248709,6,1.666,2.474573604
31/01/2023,19.3707,18.2697,3.6171,4.6538,8691.88,5.16243605,5.473543627,1.856443627,-8.215908899,20.81828097,6.4,1.333,2.254053467
30/12/2022,18.2432,16.8213,4.0039,4.6868,8178.02,5.481494475,5.94484374,1.94094374,-18.11088748,26.28765887,6.5,1.651,2.314684558
30/11/2022,19.3312,17.8314,3.7367,4.6863,8678,5.172984605,5.608084615,1.871384615,-9.210081677,13.83982484,7.1,1.304,2.401385928
31/10/2022,18.5151,16.7154,4.2283,4.6019,8218.7,5.400997024,5.982507149,1.754207149,-14.61108652,10.14284498,7.7,1.575,2.612158504
30/09/2022,17.1449,14.9915,4.09,3.9328,7603.14,5.832638277,6.670446586,2.580446586,-15.47211009,21.6173844,8.2,1.989,2.060026081
31/08/2022,18.9024,16.4584,3.3508,3.4828,8374.42,5.290333503,6.075924756,2.725124756,-11.22755094,15.9445072,8.3,0.766,2.565150944
29/07/2022,20.1633,16.8712,2.676,2.887,8730.46,4.959505636,5.927260657,3.251260657,-4.639434814,13.01546539,8.5,-0.108,2.787009971
30/06/2022,18.4686,15.2319,3.0379,2.7424,7993.43,5.414595584,6.565169152,3.527269152,-10.6158264,19.59409165,9.1,0.435,2.591626425
31/05/2022,20.7029,16.6113,2.8173,2.0501,8712.6,4.830241174,6.019998435,3.202698435,-0.299470063,2.921745518,8.6,-0.124,2.94495174
29/04/2022,20.703,16.6288,2.9549,2.0581,8696.65,4.830217843,6.013663042,3.058763042,0.213063599,2.664244278,8.3,-0.391,3.359033822
31/03/2022,22.8742,18.3304,2.4599,1.595,9527.46,4.371737591,5.455418321,2.995518321,15.64584729,-7.728502665,8.5,-0.909,3.39980422
28/02/2022,22.5368,17.8096,1.7177,0.9752,9186.37,4.437187178,5.614949241,3.897249241,16.38909336,-7.691503826,7.9,-1.412,3.174524283
31/01/2022,23.2791,18.5607,1.6094,0.7724,9469.92,4.295698717,5.387727834,3.778327834,23.29003608,-8.215908899,7.5,-1.28,2.926863857
31/12/2021,24.6543,21.0404,1.263,0.3762,9986.7,4.056087579,4.752761354,3.489761354,28.70536836,-18.11088748,7,-1.652,2.963964697
30/11/2021,25.0936,20.2675,1.1596,0.2183,9558.33,3.985079861,4.934007648,3.774407648,27.92094817,-9.210081677,6.8,-1.652,2.858827836
29/10/2021,25.3528,20.692,1.1831,0.1192,9625.02,3.944337509,4.832785618,3.649685618,42.91386284,-14.61108652,6.2,-1.746,2.981150895
30/09/2021,23.99,19.5617,0.9649,0.0685,8994.83,4.168403501,5.112030141,4.147130141,30.00507311,-15.47211009,5.4,-1.634,2.642071447
31/08/2021,27.1286,20.5032,0.7771,0.0634,9433.58,3.686146723,4.877287448,4.100187448,31.16568017,-11.22755094,5.3,-1.777,2.600307464
30/07/2021,26.396,20.14,0.6904,0.0634,9155.21,3.788452796,4.965243297,4.274843297,36.44514524,-4.639434814,5.4,-1.97,2.713863103
30/06/2021,26.0933,20.2293,0.8894,0.0659,8942.78,3.832401421,4.943324781,4.053924781,40.79415335,-10.6158264,5.4,-1.635,2.566359986
31/05/2021,29.2963,19.9645,0.7995,0.033,8738.77,3.413400327,5.008890781,4.209390781,40.31850683,-0.299470063,5,-1.814,2.661784776
30/04/2021,29.5832,20.193,0.8461,0.0482,8678.16,3.380296925,4.952211162,4.106111162,45.98195361,0.213063599,4.2,-1.739,2.63085049
31/03/2021,28.4717,19.8812,0.9393,0.0558,8238.48,3.512259542,5.029877472,4.090577472,56.35162833,15.64584729,2.6,-1.757,2.744521238
26/02/2021,30.7014,19.224,0.7313,0.0659,7892.81,3.257180454,5.201831045,4.470531045,31.29016107,16.38909336,1.7,-1.755,2.530714031
29/01/2021,29.9232,18.9968,0.4193,0.0761,7681.01,3.341888568,5.264044471,4.844744471,17.24942757,23.29003608,1.4,-1.832,2.293313503
31/12/2020,30.3314,22.0876,0.3608,0.104,7759.35,3.29691343,4.527427154,4.166627154,18.3988269,28.70536836,1.4,-1.626,2.019639336
30/11/2020,28.0024,21.158,0.3608,0.1065,7472.06,3.571122475,4.726344645,4.365544645,17.45641006,27.92094817,1.2,-1.346,1.730086971
30/10/2020,25.3595,19.3084,0.3844,0.1167,6734.84,3.943295412,5.179093037,4.794693037,9.710640474,42.91386284,1.2,-1.212,1.615985747
30/09/2020,26.1894,20.183,0.2768,0.1167,6918.83,3.818338717,4.954664817,4.677864817,15.14897838,30.00507311,1.4,-1.244,1.539957066
31/08/2020,26.6391,21.0958,0.2673,0.1116,7192.11,3.753880574,4.740280056,4.472980056,21.93675052,31.16568017,1.3,-1.445,1.73740551
31/07/2020,24.8716,19.7965,0.2044,0.1065,6709.81,4.020650059,5.051397974,4.846997974,11.95761175,36.44514524,1,-1.234,1.456371626
30/06/2020,23.6283,19.1914,0.2878,0.1497,6351.67,4.232213067,5.210667278,4.922867278,7.505098803,40.79415335,0.6,-0.887,1.185313733
29/05/2020,20.9545,18.8189,0.3036,0.1573,6227.81,4.772244625,5.313806864,5.010206864,12.83756729,40.31850683,0.1,-0.529,0.837027877
30/04/2020,19.875,17.8267,0.3624,0.1421,5944.68,5.031446541,5.609563183,5.247163183,0.863108923,45.98195361,0.3,-0.343,0.70782785
31/03/2020,17.6292,14.5795,0.3799,0.1548,5269.2,5.672407143,6.85894578,6.47904578,-6.977893745,56.35162833,1.5,-0.164,0.544793461
28/02/2020,19.0665,15.336,0.9356,1.0089,6011.73,5.244801091,6.520605112,5.585005112,8.192941947,31.29016107,2.3,-0.434,1.375569974
31/01/2020,20.7842,16.6692,1.3134,1.4229,6551,4.811347081,5.999088139,4.685688139,21.68369669,17.24942757,2.5,-0.281,1.598892889
31/12/2019,20.8345,18.0046,1.691,1.566,6553.57,4.799731215,5.554136165,3.863136165,31.48637099,18.3988269,2.3,-0.008,1.699135931
29/11/2019,20.8102,17.4367,1.6259,1.5855,6361.56,4.805335845,5.735030138,4.109130138,16.10995618,17.45641006,2.1,0.111,1.513220325
31/10/2019,20.0235,16.7935,1.5195,1.4948,6138.73,4.994131895,5.954684848,4.435184848,14.32612781,9.710640474,1.8,0.069,1.449499845
30/09/2019,19.612,16.3867,1.544,1.7446,6008.59,5.098919029,6.102509962,4.558509962,4.253897859,15.14897838,1.7,0.21,1.331204471
30/08/2019,19.1767,16.0551,1.3865,1.7628,5898.23,5.214661542,6.228550429,4.842050429,2.921581629,21.93675052,1.7,0.053,1.332793619
31/07/2019,19.4759,16.2446,1.8272,1.985,5993.17,5.134550907,6.155891804,4.328691804,7.985823321,11.95761175,1.8,0.285,1.537817221
28/06/2019,19.234,16.0044,1.7664,1.9251,5908.25,5.199126547,6.248281723,4.481881723,10.41744926,7.505098803,1.6,0.229,1.533887398
31/05/2019,18.1861,14.867,1.911,2.2,5519.27,5.498705055,6.726306585,4.815306585,3.782741957,12.83756729,1.8,0.335,1.570738028
30/04/2019,19.4046,15.9019,2.2783,2.374,5893.81,5.153417231,6.288556713,4.010256713,13.4944079,0.863108923,2,0.421,1.849513548
29/03/2019,18.6872,15.2924,2.233,2.3874,5664.46,5.351256475,6.53919594,4.30619594,9.496461564,-6.977893745,1.9,0.439,1.786158763
28/02/2019,18.5247,14.9711,2.5122,2.5363,5556.49,5.398198081,6.679535906,4.167335906,4.679649365,8.192941947,1.5,0.652,1.848150062
31/01/2019,17.977,14.5041,2.4365,2.5442,5383.63,5.562663403,6.894602216,4.458102216,-2.31491814,21.68369669,1.6,0.711,1.713318307
31/12/2018,16.6386,14.2754,2.5111,2.596,4984.22,6.010121044,7.005057652,4.493957652,-4.384241745,31.48637099,1.9,0.999,1.497143536
30/11/2018,18.6748,15.5265,2.8125,2.6777,5478.91,5.35480969,6.440601552,3.628101552,6.274343218,16.10995618,2.2,1.052,1.742172347
31/10/2018,18.4057,15.1435,2.9749,2.6546,5369.49,5.433099529,6.603493248,3.628593248,7.346217436,14.32612781,2.5,1.062,1.89279848
28/09/2018,19.8329,16.3729,2.9529,2.563,5763.42,5.042126971,6.107653501,3.154753501,17.91029814,4.253897859,2.3,0.913,2.021444214
31/08/2018,20.8398,16.2956,2.7382,2.4473,5730.8,4.798510542,6.136625838,3.398425838,19.66140341,2.921581629,2.7,0.752,1.971375258
31/07/2018,20.3167,15.8486,2.8479,2.4087,5549.96,4.922059193,6.309705589,3.461805589,16.24023994,7.985823321,2.9,0.842,1.989151346
29/06/2018,19.6639,15.4937,2.7378,2.3119,5350.83,5.085461175,6.454236238,3.716436238,14.37405416,10.41744926,2.9,0.659,2.065190395
31/05/2018,20.3881,15.4869,2.6962,2.2231,5318.1,4.90482193,6.457070169,3.760870169,14.38397708,3.782741957,2.8,0.644,2.0390684
30/04/2018,20.0801,15.258,2.7972,2.2339,5193.04,4.98005488,6.553938917,3.756738917,13.26595155,13.4944079,2.5,0.688,2.09478786
30/03/2018,20.1206,15.3242,2.562,2.0822,5173.19,4.970030715,6.525626134,3.963626134,13.99186023,9.496461564,2.4,0.471,2.081197559
28/02/2018,21.7001,15.7396,2.6401,2.0564,5308.09,4.608273695,6.353401611,3.713301611,17.1006391,4.679649365,2.2,0.503,2.126404187
31/01/2018,22.6614,16.6057,2.5139,1.8816,5511.21,4.412790031,6.022028581,3.508128581,26.40940775,-2.31491814,2.1,0.461,2.043479559
29/12/2017,21.514,18.0136,2.2064,1.7316,5212.76,4.648136097,5.551361194,3.344961194,21.83160148,-4.384241745,2.1,0.285,1.915939572
30/11/2017,22.0101,18.0354,2.1375,1.6073,5155.44,4.543368726,5.544651075,3.407151075,22.87349281,6.274343218,2.2,0.331,1.800540212
31/10/2017,21.4725,17.5955,2.0165,1.4209,5002.03,4.657119572,5.683271291,3.666771291,23.63237755,7.346217436,2,0.161,1.852517447
29/09/2017,21.0494,17.3746,1.936,1.2892,4887.97,4.750729237,5.755528185,3.819528185,18.6095325,17.91029814,2.2,0.13,1.803655248
31/08/2017,20.9053,17.0369,1.702,1.2171,4789.18,4.783475961,5.869612429,4.167612429,16.23405149,19.66140341,1.9,0.044,1.657270801
31/07/2017,20.9516,17.0234,1.8356,1.212,4774.56,4.772905172,5.874267185,4.038667185,16.04200743,16.24023994,1.7,0.123,1.71049609
30/06/2017,20.682,16.6956,1.8884,1.2275,4678.36,4.835122329,5.989602051,4.101202051,17.89597829,14.37405416,1.6,0.221,1.663723172
31/05/2017,21.0178,16.644,1.7516,1.1503,4649.34,4.757871899,6.008171113,4.256571113,17.46838641,14.38397708,1.9,0,1.7516
28/04/2017,20.799,16.4381,1.8142,1.0576,4584.82,4.807923458,6.083428133,4.269228133,17.91838236,13.26595155,2.2,-0.002,1.816236325
31/03/2017,20.6898,16.3505,1.9212,1.0164,4538.21,4.8332995,6.116020917,4.194820917,17.17224659,13.99186023,2.4,-0.156,2.080445495
28/02/2017,21.2884,16.3399,1.9294,0.8208,4532.93,4.697393886,6.119988494,4.190588494,24.97532437,17.1006391,2.7,-0.166,2.098884148
31/01/2017,20.5543,15.7501,1.9129,0.7593,4359.81,4.865162034,6.349166037,4.436266037,20.04014361,26.40940775,2.5,-0.219,2.136579108
30/12/2016,20.2236,16.862,1.9274,0.8106,4278.66,4.944718052,5.930494603,4.003094603,11.95991208,21.83160148,2.1,-0.025,1.952888222
30/11/2016,20.5439,16.5762,1.842,0.7748,4195.73,4.86762494,6.032745744,4.190745744,8.058276931,22.87349281,1.7,0.004,1.837926483
31/10/2016,19.9181,15.996,1.3067,0.6417,4045.89,5.02055919,6.251562891,4.944862891,4.509044695,23.63237755,1.6,-0.33,1.642118993
30/09/2016,20.3805,16.4019,1.1492,0.5854,4121.06,4.906650965,6.096854633,4.947654633,15.43035766,18.6095325,1.5,-0.358,1.512615162
31/08/2016,20.5524,16.3676,1.1977,0.5906,4120.29,4.865611802,6.109631223,4.911931223,12.55316533,16.23405149,1.1,-0.088,1.286832413
29/07/2016,20.5938,16.3632,1.0237,0.4884,4114.51,4.855830396,6.111274078,5.087574078,5.613994558,16.04200743,0.8,-0.31,1.337847327
30/06/2016,19.9393,15.8262,0.9997,0.4323,3968.21,5.015221196,6.318636186,5.318936186,3.992819424,17.89597829,1,-0.407,1.412448666
31/05/2016,19.7765,15.7817,1.3718,0.6725,3957.95,5.05650646,6.33645298,4.96465298,1.715931928,17.46838641,1,-0.105,1.47835227
29/04/2016,19.5128,15.5546,1.294,0.5497,3888.13,5.12484113,6.428966351,5.134966351,1.206472,17.91838236,1.1,-0.304,1.602872733
31/03/2016,19.5176,15.3969,1.2048,0.5804,3873.11,5.123580768,6.494813891,5.290013891,1.782790709,17.17224659,0.9,-0.414,1.625529693
29/02/2016,17.8171,14.3424,1.2123,0.5972,3627.06,5.612585662,6.97233378,5.76003378,-6.190739754,24.97532437,1,-0.106,1.319698881
29/01/2016,17.8552,14.2695,1.328,0.4487,3631.96,5.600609346,7.007954028,5.679954028,-0.665156935,20.04014361,1.4,0.042,1.285460107
31/12/2015,18.8066,16.0936,1.7598,0.5972,3821.6,5.317282231,6.213650147,4.453850147,1.383759922,11.95991208,0.7,0.397,1.357411078
30/11/2015,18.7747,16.2572,1.6446,0.4795,3882.84,5.326316799,6.151120734,4.506520734,2.74890446,8.058276931,0.5,0.295,1.34563039
30/10/2015,18.7853,16.1931,1.5185,0.321,3871.33,5.323311313,6.175469799,4.656969799,5.199470651,4.509044695,0.2,0.268,1.247157618
30/09/2015,17.3714,14.8819,1.3572,0.3108,3570.17,5.756588415,6.719572098,5.362372098,-0.614656552,15.43035766,0,0.22,1.134703652
31/08/2015,17.5526,15.1511,1.5478,0.3772,3660.75,5.697161674,6.600180845,5.052380845,0.477858229,12.55316533,0.2,0.215,1.329940628
31/07/2015,18.7521,16.0252,1.5287,0.3108,3895.8,5.332736067,6.24017173,4.71147173,11.207214,5.613994558,0.2,0.101,1.426259478
30/06/2015,18.421,15.6901,1.6479,0.2648,3815.85,5.428586939,6.373445676,4.725545676,7.422765738,3.992819424,0.1,-0.044,1.692644764
29/05/2015,18.7019,15.9445,1.4853,0.2444,3891.18,5.3470503,6.271755151,4.786455151,11.80620006,1.715931928,0,-0.124,1.61129801
30/04/2015,18.5416,15.7967,1.4254,0.224,3841.78,5.393277819,6.330436104,4.905036104,12.97824412,1.206472,-0.2,-0.309,1.739775908
31/03/2015,18.347,15.5469,1.3701,0.2291,3805.27,5.450482368,6.432150461,5.062050461,12.73170573,1.782790709,-0.1,-0.37,1.74656228
27/02/2015,18.6833,15.7554,1.4988,0.1878,3866.42,5.35237351,6.347030225,4.848230225,15.50585831,-6.190739754,0,-0.28,1.783794625
30/01/2015,17.7449,14.8457,1.1548,0.137,3656.28,5.635422009,6.735957213,5.581157213,14.2248395,-0.665156935,-0.1,-0.348,1.508048007
31/12/2014,18.3575,16.2025,1.6528,0.2132,3769.44,5.447364837,6.171887054,4.519087054,13.68836316,1.383759922,0.8,0.332,1.316429454
28/11/2014,18.4144,15.9116,1.4805,0.1167,3778.96,5.430532627,6.284723095,4.804223095,16.86107641,2.74890446,1.3,-0.038,1.519077249
31/10/2014,17.9971,15.461,1.6095,0.0913,3679.99,5.556450762,6.467886941,4.858386941,17.26846585,5.199470651,1.7,-0.053,1.663381592
30/09/2014,17.5988,14.9147,1.7566,0.0964,3592.25,5.682205605,6.704794599,4.948194599,19.7344826,-0.614656552,1.7,0.045,1.710830126
29/08/2014,18.2934,15.1281,1.625,0.0812,3643.34,5.466452382,6.610215427,4.985215427,25.24544855,0.477858229,1.7,-0.273,1.903195724
31/07/2014,17.6495,14.5495,1.7529,0.1116,3503.19,5.665882886,6.873088422,5.120188422,16.93983416,11.207214,2,-0.325,2.084675194
30/06/2014,17.9244,14.9554,1.6299,0.0964,3552.18,5.578987302,6.686548003,5.056648003,24.60903791,7.422765738,2.1,-0.484,2.124181036
30/05/2014,17.859,14.7018,1.5391,0.0913,3480.29,5.599417661,6.801888204,5.262788204,20.44776533,11.80620006,2.1,-0.457,2.005264057
30/04/2014,17.5311,14.407,1.6757,0.1015,3400.46,5.704148627,6.941070313,5.265370313,20.43762529,12.97824412,2,-0.305,1.986759617
31/03/2014,17.4201,14.3784,1.7184,0.1116,3375.51,5.740495175,6.95487676,5.23647676,21.8573672,12.73170573,1.5,-0.466,2.194626962
28/02/2014,17.4541,14.2634,1.5016,0.1015,3347.38,5.729312884,7.010951106,5.509351106,25.37379397,15.50585831,1.1,-0.742,2.26037196
31/01/2014,16.7628,13.6667,1.4902,0.0812,3200.95,5.965590474,7.317055324,5.826855324,21.51691621,14.2248395,1.6,-0.663,2.167570996
31/12/2013,17.3723,15.2572,1.7411,0.1116,3315.59,5.756290186,6.554282568,4.813182568,32.38847806,13.68836316,1.5,-0.353,2.10151836
29/11/2013,17.2917,14.8212,1.3701,0.1167,3233.72,5.783121382,6.747092003,5.376992003,30.2963148,16.86107641,1.2,-0.592,1.973784806
31/10/2013,16.8953,14.3757,1.3294,0.0913,3138.09,5.918805822,6.956183003,5.626783003,27.17638429,17.26846585,1,-0.637,1.97900627
30/09/2013,16.1953,13.8185,1.3815,0.0862,3000.18,6.174630911,7.236675471,5.855175471,19.34222512,19.7344826,1.2,-0.555,1.947307557
